Elapsed Time,Absolute x coordinate,Absolute y coordinate,eyeGazePdfUpperRect.x,eyeGazePdfUpperRect.y,eyeGazePdfUpperRect.height,eyeGazePdfUpperRect.width,eyeGazePdfLowerRect.x,eyeGazePdfLowerRect.y,eyeGazePdfLowerRect.height,eyeGazePdfLowerRect.width,upper page number,lower page number
17920,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
18080,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
18240,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
18400,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
18560,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
18720,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
18880,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
19040,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
19200,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
19360,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
19520,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
19680,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
19840,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
20000,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
20160,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
20320,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
20480,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
20640,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
20800,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
20960,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
21120,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
21280,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
21440,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
21600,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
21760,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
21920,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
22080,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,2
22240,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
22400,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
22560,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
22720,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
22880,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
23040,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
23200,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
23360,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
23520,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
23680,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
23840,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
24000,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
24160,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
24320,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
24480,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
24640,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
24800,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
24960,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
25120,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
25280,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
25440,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
25600,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
25760,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
25920,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
26080,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
26240,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
26400,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
26560,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
26720,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
26880,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
27040,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
27200,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
27360,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
27520,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
27680,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
27840,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
28000,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
28160,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
28320,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
28480,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
28640,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
28800,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
28960,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
29120,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
29280,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
29440,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
29600,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
29760,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
29920,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
30080,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
30240,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
30400,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
30560,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
30720,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
30880,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
31040,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
31200,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
31360,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
31520,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
31680,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
31840,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
32000,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
32160,960,192.5625,446.5,0,385.125,1027,446.5,641.875,385.125,1027,3,4
32320,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
32480,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
32640,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
32800,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
32960,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
33120,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
33280,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
33440,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
33600,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
33760,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
33920,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
34080,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
34240,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
34400,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
34560,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
34720,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
34880,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
35040,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
35200,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
35360,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
35520,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
35680,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
35840,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
36000,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
36160,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
36320,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
36480,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
36640,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
36800,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
36960,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
37120,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
37280,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
37440,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
37600,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
37760,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
37920,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
38080,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
38240,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
38400,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
38560,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
38720,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
38880,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
39040,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
39200,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
39360,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
39520,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
39680,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
39840,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
40000,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
40160,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
40320,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
40480,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
40640,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
40800,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
40960,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
41120,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
41280,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
41440,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
41600,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
41760,960,834.4375,446.5,0,385.125,1027,446.5,641.875,385.125,1027,5,4
